Movie,Production Budget,Worldwide Gross
Walking and Talking,1000000,1615787
Bubba Ho-Tep,1000000,1492895
No Man's Land,1000000,2684207
Slam,1000000,1087521
Visages villages,1000000,4013841
Brigham City,1000000,852206
Patti Cake$,1000000,1471090
Panic,1000000,1425707
Palo Alto,1000000,1156309
Fiza,1000000,1179462
Ajami,1000000,2721096
Orgazmo,1000000,627287
The Future,1000000,1239174
All the Real Girls,1000000,703020
23 Blast,1000000,549185
Dream With The Fishes,1000000,542909
The Act of Killing,1000000,1227316
Blue Car,1000000,475367
Wristcutters: A Love Story,1000000,473769
Luminarias,1000000,428535
I Origins,1000000,852399
L'inconnu du lac,1000000,2697234
Antarctica: A Year on Ice,1000000,288757
The Battle of Shaker Heights,1000000,839145
Taxi to the Dark Side,1000000,304472
The Invitation,1000000,354836
Guiana 1838,1000000,227241
Love Liza,1000000,213137
Once in a Lifetime: the Extraordinary Story of …,1000000,215559
Lisa Picard is Famous,1000000,113433
Beyond the Brick: A LEGO Brickumentary,1000000,101531
The House of the Devil,1000000,102812
Hardflip,1000000,96734
Creative Control,1000000,63014
Chocolate: Deep Dark Secrets,1000000,1549000
The Perfect Host,1000000,51587
The Land,1000000,43756
The Last Big Thing,1000000,22434
Safe Men,1000000,21210
Speedway Junky,1000000,17127
Hits,1000000,15156
The Specials,1000000,12996
16 to Life,1000000,11574
Alone with Her,1000000,844377
Camp X-Ray,1000000,101053
Special,1000000,26822
The Sisterhood of Night,1000000,6870
Sparkler,1000000,5494
Sparkler,1000000,5494
The Helixâ¦Loaded,1000000,3700
Childless,1000000,1036
In Her Line of Fire,1000000,884
The Jimmy Show,1000000,703
Heli,1000000,552614
American Hero,1000000,107590
Karachi se Lahore,1000000,17721
Loving Annabelle,1000000,5382
Frat Party,1000000,0
Jimmy and Judy,1000000,0
The Party's Over,1000000,0
The Poker House,1000000,0
Proud,1000000,0
Steppin: The Movie,1000000,0
Zombies of Mass Destruction,1000000,0
Snow White: A Deadly Summer,1000000,0
Truth or Die,1000000,0
Black Rock,1000000,0
Hidden Away,1000000,0
My Last Day Without You,1000000,0
Zombie Hunter,1000000,0
Doc Hollidayâs Revenge,1000000,0
A Fine Step,1000000,0
Fear Clinic,1000000,0
Virunga,1000000,0
The Pet,1000000,0
Bang Bang Baby,1000000,0
Hush,1000000,0
1982,1000000,0
The Horror Network,1000000,0
Chemical Cut,1000000,0
Por amor en el caserio,1000000,0
Cam,1000000,0
Alien Psychosis,1000000,0
And Then Came Love,989000,8158
Hard Candy,950000,8267066
Charly,950000,814666
AntÃ´nia - O Filme,950000,289789
Banshee Chapter,950000,78122
Trance,950000,0
Jesse,950000,0
Ask Me Anything,950000,0
L!fe Happens,930000,30905
Lowriders,916000,6188421
Food Chains,913000,176
On the Waterfront,910000,9600000
Fruitvale Station,900000,17549645
Meet the Blacks,900000,9097072
"4 luni, 3 saptamani si 2 zile",900000,11993156
The Miseducation of Cameron Post,900000,2019874
Circumstance,900000,958978
The Quiet,900000,381420
The Giant Mechanical Man,900000,7396
The Brass Teapot,900000,413733
40 Weeks,900000,0
Le bonheur d'Elza,900000,0
Searching,880000,76090613
Bambi,858000,268000000
"For a Good Time, Call",850000,1386088
Latter Days,850000,865708
The Hammer,850000,442638
Windsor Drive,850000,3256
Snitch,850000,0
Harrison Montgomery,850000,0
Celeste and Jesse Forever,840000,3787689
Time Changer,825000,1500711
London to Brighton,825000,610776
Crying With Laughter,820000,16909
Billy Jack,800000,98000000
Jodaeiye Nader az Simin,800000,24426169
Welcome to the Dollhouse,800000,5034794
Raising Victor Vargas,800000,2900578
Ruby in Paradise,800000,1001437
Pandora's Box,800000,881950
Cama adentro,800000,200433
Deterrence,800000,371647
The Mudge Boy,800000,62544
The Young Unknowns,800000,58163
DÃ¸d snÃ¸,800000,2194020
Not Cool,800000,35688
Kill List,800000,462206
Vessel,800000,0
Saints and Soldiers,780000,1310470
American Graffiti,777000,140000000
Iraq for Sale: The War Profiteers,775000,0
Kevin Hart: Laugh at My Pain,750000,7712436
Aqua Teen Hunger Force Colon Movie Film for The…,750000,5520368
Safety Not Guaranteed,750000,4422318
Best of Enemies,750000,940936
The Innkeepers,750000,1011535
Il conformista,750000,89609
Interview with the Assassin,750000,47329
Undead,750000,229250
Donkey Punch,750000,814801
All the Boys Love Mandy Lane,750000,1960521
Destiny,750000,450
Bled,750000,0
Adulterers,750000,0
La mariÃ©e Ã©tait en noir ,747000,44566
High Noon,730000,8000000
High Noon,730000,8000000
Hoop Dreams,700000,11768371
Rize,700000,4857731
Half Nelson,700000,4911725
L.I.E.,700000,1140965
Columbus,700000,1110511
Naturally Native,700000,10508
B-Girl,700000,1160
Walter,700000,0
King Kong,672000,10000650
House of Wax,658000,23800000
Hav Plenty,650000,2301777
Escape from Tomorrow,650000,171962
"Christian Mingle, The Movie",650000,28176
That Way Madness Lies,650000,1447
After,650000,0
The Hadza: Last of the First,650000,0
Starsuckers,640000,14812
Treachery,625000,0
Top Hat,609000,3202000
The Blair Witch Project,600000,248300000
Woodstock,600000,34698275
The Kentucky Fried Movie,600000,20000000
Per qualche dollaro in piÃ¹,600000,4300000
Mercy Streets,600000,173599
Water & Power,600000,42557
Arnolds Park,600000,23616
Broken Vessels,600000,85343
Drunk Wedding,600000,3301
They Will Have to Kill Us First,600000,7943
Crop Circles: Quest for Truth,600000,0
The Maid's Room,600000,0
Light from the Darkroom,600000,0
Irreplaceable,600000,0
A Hard Day's Night,560000,1626784
The Harvest/La Cosecha,560000,3709
Julija in alfa Romeo,560000,8462
Mata Hari,558000,900000
Friday the 13th,550000,59754601
Love Letters,550000,5269990
Faith Connections,550000,9111
High Road,546173,0
Fireproof,500000,33473297
Benji,500000,31559560
Open Water,500000,55518641
Kingdom of the Spiders,500000,17000000
Mad Hot Ballroom,500000,9387581
The Station Agent,500000,9470209
To Save a Life,500000,3824868
Wordplay,500000,3177636
Beyond the Mat,500000,2047570
The Singles Ward,500000,1250798
Sholem Aleichem: Laughing in the Darkness,500000,1131261
Osama,500000,1971479
Groove,500000,1167524
The R.M.,500000,1111615
Twin Falls Idaho,500000,1027228
Mean Creek,500000,1348750
Drinking Buddies,500000,407100
Hurricane Streets,500000,367582
Flower,500000,390803
Never Again,500000,308793
Shichinin no samurai,500000,279772
Civil Brand,500000,254293
Monsters,500000,5639730
Madelineâs Madeline,500000,197340
Lonesome Jim,500000,602789
Deceptive Practice: The Mysteries and Mentors o…,500000,152449
The Other Dream Team,500000,314444
O Menino e o Mundo,500000,280967
Rubber,500000,680914
Johnny Suede,500000,55000
Finishing the Game,500000,53201
Kiss the Bride,500000,32033
The Journey,500000,19800
Home,500000,44793168
The Slaughter Rule,500000,13134
The Living Wake,500000,12232
Scott Walker: 30 Century Man,500000,77121
The Californians,500000,4134
Born to Fly: Elizabeth Streb vs. Gravity,500000,1822
Detention of the Dead,500000,1778
Higher Power,500000,528
Feng kuang de shi tou,500000,3000000
Now is Good,500000,2141436
Griffin & Phoenix,500000,1355967
The True Cost,500000,230362
Everything Put Together,500000,7890
Drones,500000,0
Enter Nowhere,500000,0
Girls Gone Dead,500000,0
Insomnia Manica,500000,0
America Is Still The Place,500000,0
The Outrageous Sophie Tucker,500000,0
Subconscious,500000,0
Roadside,500000,0
Diamond Ruff,500000,0
Love in the Time of Monsters,500000,0
El rey de Najayo,500000,0
Fight to the Finish,500000,0
Bucky and the Squirrels,500000,0
Bucky and the Squirrels,500000,0
Going Under,500000,0
Crossroads,500000,0
Alleluia! The Devil's Carnival,500000,0
Brooklyn Bizarre,500000,0
The Sound and the Shadow,500000,0
Rodeo Girl,500000,0
The Little Ponderosa Zoo,500000,0
The Toxic Avenger,475000,0
Paranormal Activity,450000,194183034
Straight out of Brooklyn,450000,2712293
Brick,450000,4243996
Sunday,450000,450349
Conversations with Other Women,450000,1297745
Siakh lokhamim: ha'slilim ha'gnouzim,450000,42503
Poultrygeist: Night of the Chicken Dead,450000,22623
As It Is in Heaven,450000,13486
Mutual Friends,450000,0
Rise Of the Entrepreneur: The Search For A Bett…,450000,0
42nd Street,439000,2281000
Metropolitan,430000,2938000
Moartea domnului Lazarescu,425000,581304
Twenty-Two,425000,25733825
Gory Gory Hallelujah,425000,12604
Blue Ruin,420000,437002
Napoleon Dynamite,400000,46122713
Monty Python and the Holy Grail,400000,5028948
Quinceanera,400000,2797199
Dogtown and Z-Boys,400000,1600566
Heroes,400000,655538
Tarnation,400000,1162014
I Want Your Money,400000,433588
E tu vivrai nel terrore - L'aldilÃ ,400000,126387
Home Movies,400000,89134
Jackpot,400000,44452
Fabled,400000,31425
The Dark Hours,400000,423
Viskningar och rop,400000,9071
El Principe,400000,663
My Beautiful Laundrette,400000,0
Show Me,400000,0
Pancakes,400000,0
Intolerance,385907,0
The Broadway Melody,379000,4358000
The Evil Dead,375000,29400000
Trekkies,375000,617172
Maniac,350000,10000000
American Ninja 2: The Confrontation,350000,4000000
Murderball,350000,1772979
My Dog Tulip,350000,310891
51 Birch Street,350000,84689
Revolution#9,350000,9118
Royal Kill,350000,0
Rotor DR1,350000,0
12 Angry Men,340000,379
Halloween,325000,70274000
It Happened One Night,325000,2500000
Kynodontas,323000,1373407
Tumbleweeds,312000,1788168
Tupac Resurrection,300000,7808524
God's Army,300000,2652515
Pieces of April,300000,3571253
When The Cat's Away,300000,2525984
Wendy and Lucy,300000,1416046
Let's Talk About Sex,300000,373615
Old Joy,300000,399908
First Morning,300000,87264
Pierrot le fou,300000,72103
The Watermelon Woman,300000,42735
3 Backyards,300000,39475
Sisters in Law,300000,33312
The Eyes of My Mother,300000,48539
Nothing But a Man,300000,17241
Ayurveda: Art of Being,300000,2066892
"First Love, Last Rites",300000,10876
Fighting Tommy Riley,300000,10514
Locker 13,300000,3496
The Looking Glass,300000,1711
All You Need is Love,300000,3565259
Death Race 2000,300000,0
Some Guy Who Kills People,300000,0
Midnight Cabaret,300000,0
Teeth and Blood,300000,0
Walking to Paris,300000,0
Anderson's Cross,300000,0
Amidst the Devil's Wings,300000,0
Collisions,300000,0
Death Calls,290000,0
Compliance,270000,830700
Graduation Day,250000,23894000
Chasing Amy,250000,15155095
Lovely and Amazing,250000,4613482
Sleight,250000,3934450
Better Luck Tomorrow,250000,3809226
Like Crazy,250000,3728400
The Incredibly True Adventure of Two Girls in Love,250000,2477155
Chuck&Buck,250000,1157672
American Desi,250000,1366235
Cube,250000,8969065
Love and Other Catastrophes,250000,743216
I Married a Strange Person,250000,203134
I Married a Strange Person,250000,203134
November,250000,191862
Sugar Town,250000,178095
Happy Valley,250000,67665
The Canyons,250000,62375
The Motel,250000,51540
On the Outs,250000,237816
Shotgun Stories,250000,284174
Nightlights,250000,21147
Test,250000,18823
The Sticky Fingers of Time,250000,20628
Along the Roadside,250000,3234
Sunday School Musical,250000,0
Rust,250000,0
The Christmas Bunny,250000,0
Ink,250000,0
The Frozen,250000,0
Jesus People,250000,0
Butterfly,250000,0
UnDivided,250000,0
Horse Camp,250000,0
Give Me Shelter,250000,0
Rock the House,250000,0
Shooting the Warwicks,250000,0
The Love Letter,250000,0
Western Religion,250000,0
4/11,250000,0
The Circus: Down the Road,250000,0
The Big Parade,245000,22000000
Little Big Top,240000,7484
Bronson,230000,2703762
Burn,225000,1109276
Urbania,225000,1032075
Embrace,225000,1611592
"The Beast from 20,000 Fathoms",210000,5000000
The Stewardesses,200000,25000000
Mad Max,200000,99750000
"20,000 Leagues Under the Sea",200000,8000000
Swingers,200000,6618578
Per un pugno di dollari,200000,3527522
The Grace Card,200000,2430735
She Done Him Wrong,200000,2000000
Trois,200000,1161843
The Overnight,200000,1165996
Short Cut to Nirvana: Kumbh Mela,200000,439651
Middle of Nowhere,200000,236806
Call+Response,200000,212989
The Business of Fancy Dancing,200000,174682
Hybrid,200000,162605
Baghead,200000,140016
Malevolence,200000,346106
Side Effects,200000,44701
Good Dick,200000,52443
The Case of the Grinning Cat,200000,7033
Solitude,200000,6260
The Word,200000,3648
The Trials of Darryl Hunt,200000,1217
Deathgasm,200000,14685
The Man From Earth,200000,0
Samantha: An American Girl Holiday,200000,0
Yesterday Was a Lie,200000,0
Archaeology of a Woman,200000,0
Sanctuary; Quite a Conundrum,200000,0
Theresa Is a Mother,200000,0
Perfect Cowboy,200000,0
H.,200000,0
Weekend,190000,1577585
Bacheha-Ye aseman,180000,1628579
Butterfly Girl,180000,17503
Arrowhead,180000,0
She's Gotta Have It,175000,7137502
Another Earth,175000,2102779
Sparrows Dance,175000,2602
Heroes of Dirt,175000,0
The Fits,170000,169242
Dolphin,170000,14000
Lumea e a mea,168000,29678
The Horse Boy,160000,156612
The Calling,160000,32092
Sweet Sweetback's Baad Asssss Song,150000,15200000
Once,150000,23151277
Tadpole,150000,3270128
The Woman Chaser,150000,110719
Antarctic Edge: 70Âº South,150000,7193
Top Spin,150000,5858
Speak No Evil,150000,32927
A Charlie Brown Christmas,150000,0
Aroused,150000,0
The Texas Chainsaw Massacre,140000,26572439
Roger & Me,140000,6706368
Sound of My Voice,135000,429448
Cat People,134000,8000000
An American in Hollywood,125000,0
The Brain That Sings,125000,0
Romantic Schemer,125000,0
Your Sister's Sister,120000,3090593
The Blood of My Brother: A Story of Death in Iraq,120000,0
A Dogâs Breakfast,120000,0
Une Femme MariÃ©e,120000,0
Night of the Living Dead,114000,30087064
The Birth of a Nation,110000,11000000
The Birth of a Nation,110000,11000000
The Work and the Story,103000,16137
The Gallows,100000,41656474
Facing the Giants,100000,10243159
Eraserhead,100000,7097971
Hollywood Shuffle,100000,5228617
Over the Hill to the Poorhouse,100000,3000000
The Mighty,100000,6121582
A Ghost Story,100000,2769782
Penitentiary,100000,287000
The Lost Skeleton of Cadavra,100000,110536
Cheap Thrills,100000,59424
The Past is a Grotesque Animal,100000,20056
Keeping it Real: The Adventures of Greg Walloch,100000,1358
Indie Game: The Movie,100000,0
"Dude, Where's My Dog",100000,0
Echo Dr.,100000,0
Closure,100000,0
Lunch Time Heroes,100000,0
Open Secret,100000,0
The Night Visitor,100000,0
Tiger Orange,100000,0
Terrifier,100000,0
The Last House on the Left,87000,3100000
Sing,84000,0
The Foot Fist Way,79000,234286
Dawn of the Crescent Moon,75000,8799
Queen Crab,75000,0
Happy Christmas,70000,30312
"Peace, Propaganda and the Promised Land",70000,4930
Absentia,70000,8555
Pi,68000,4678513
I Love You â¦ Don't Touch Me!,68000,33598
The Wretched,66000,4594221
20 Dates,66000,602920
Super Size Me,65000,22233808
Supporting Characters,60000,4917
The FP,60000,0
Turbo Kid,60000,0
Hayride,60000,0
The Brain That Wouldn't Die,60000,0
The Dirties,55000,0
The Brothers McMullen,50000,10426506
Gabriela,50000,2335352
Tiny Furniture,50000,424149
The Signal,50000,406299
Counting,50000,8374
Big Things,50000,0
Down and Dangerous,50000,0
The Call of Cthulhu,50000,0
Bending Steel,50000,0
"Run, Hide, Die",50000,0
The Image Revolution,50000,0
"Pepi, Luci, Bom y otras chicas del montÃ³n",46000,48363
A True Story,45000,0
George Washington,42000,342722
This Is Martin Bonner,42000,0
Smiling Fish and Goat on Fire,40000,277233
The Exploding Girl,40000,25572
Raymond Did It,40000,3632
Foreign Letters,40000,0
The Last Waltz,35000,322563
Her Cry: La Llorona Investigation,35000,0
Happy 40th,35000,0
The VelociPastor,35000,0
Megan is Missing,35000,0
The Legend of God's Gun,30000,243768
Krisha,30000,144822
Mutual Appreciation,30000,103509
Funny Ha Ha,30000,82698
Down Terrace,30000,9812
Paraphobia,30000,0
The Molokans,29120,0
Clerks,27000,3894240
Pink Narcissus,27000,8231
Emily,27000,3547
Deep Throat,25000,45000000
In the Company of Men,25000,2883661
The Terrorist,25000,195043
Exeter,25000,489792
Manito,25000,0
Ten,25000,0
Dutch Kills,25000,0
Slacker,23000,1227508
Dry Spell,22000,0
Steel Spirit,20000,1860
Socrates,20000,849
Flywheel,20000,0
All Superheroes Must Die,20000,0
The Front Man,20000,0
The Ridges,17300,0
The Puffy Chair,15000,195254
Breaking Upwards,15000,115592
Stories of Our Lives,15000,0
Pink Flamingos,12000,413802
Grip: A Criminal's Story,12000,1336
Tin Can Man,12000,0
Dayereh,10000,683509
Clean,10000,138711
Cure,10000,94596
On the Downlow,10000,1987
On the Downlow,10000,1987
Bang,10000,527
The Rise and Fall of Miss Thang,10000,401
Family Motocross,10000,0
Newlyweds,9000,4584
El Mariachi,7000,2041928
Primer,7000,841926
Cavite,7000,71644
The Mongol King,7000,900
